timestamp,open,high,low,close,volume
2024-09-02T09:15:00,51482,51491.2,51403.5,51425.55,0
2024-09-02T09:20:00,51423.6,51438.75,51382.95,51416.4,0
2024-09-02T09:25:00,51416,51422.95,51368.3,51379.45,0
2024-09-02T09:30:00,51372.4,51411.6,51366.2,51390.5,0
2024-09-02T09:35:00,51394.5,51422.8,51381.95,51413.1,0
2024-09-02T09:40:00,51413.05,51448.5,51406.8,51411.85,0
2024-09-02T09:45:00,51408.3,51429.2,51396.8,51419.25,0
2024-09-02T09:50:00,51416.7,51438.8,51409.5,51410.95,0
2024-09-02T09:55:00,51412.5,51426.85,51375.5,51396.05,0
2024-09-02T10:00:00,51397.85,51410.6,51376.25,51383.9,0
2024-09-02T10:05:00,51385.45,51405.25,51355.5,51398.9,0
2024-09-02T10:10:00,51399.2,51419.95,51390,51394.95,0
2024-09-02T10:15:00,51385.9,51401.15,51370.3,51381,0
2024-09-02T10:20:00,51386.75,51386.75,51356.25,51358.1,0
2024-09-02T10:25:00,51360.75,51370.35,51336.6,51352.2,0
2024-09-02T10:30:00,51352.9,51367.55,51335.75,51345.25,0
2024-09-02T10:35:00,51348.25,51370.5,51340.55,51351.35,0
2024-09-02T10:40:00,51345.65,51370.2,51342.25,51350.6,0
2024-09-02T10:45:00,51350.55,51383.15,51348.55,51375.25,0
2024-09-02T10:50:00,51379.05,51386.65,51361.65,51377.9,0
2024-09-02T10:55:00,51378.8,51390.65,51357.05,51381.5,0
2024-09-02T11:00:00,51383.1,51388.95,51356.45,51363.25,0
2024-09-02T11:05:00,51365.85,51391.4,51359.55,51389.85,0
2024-09-02T11:10:00,51389.55,51415.15,51376.1,51402.9,0
2024-09-02T11:15:00,51400.5,51426.2,51394.05,51407.3,0
2024-09-02T11:20:00,51405.75,51438.95,51396.85,51436.6,0
2024-09-02T11:25:00,51437.75,51437.75,51407.25,51410.65,0
2024-09-02T11:30:00,51412.75,51417.6,51389.05,51400.15,0
2024-09-02T11:35:00,51404.15,51410.1,51386.75,51388.7,0
2024-09-02T11:40:00,51390.95,51399.15,51321.85,51355.75,0
2024-09-02T11:45:00,51358.05,51383.15,51352.1,51373.6,0
2024-09-02T11:50:00,51375.2,51375.2,51323.3,51333.6,0
2024-09-02T11:55:00,51333.45,51341.5,51295.8,51312.7,0
2024-09-02T12:00:00,51316.5,51323,51301.5,51310.85,0
2024-09-02T12:05:00,51318.45,51338.05,51296.35,51321.4,0
2024-09-02T12:10:00,51323.6,51360.05,51307.85,51353.95,0
2024-09-02T12:15:00,51359.8,51376.9,51319.65,51332.55,0
2024-09-02T12:20:00,51329.7,51358.85,51322.7,51340.95,0
2024-09-02T12:25:00,51343.75,51359.95,51332.8,51339.55,0
2024-09-02T12:30:00,51343,51354.65,51320.75,51330.45,0
2024-09-02T12:35:00,51332.75,51352.5,51317.35,51345.1,0
2024-09-02T12:40:00,51345.35,51363.55,51321.3,51334.2,0
2024-09-02T12:45:00,51331.8,51340.6,51312,51329.15,0
2024-09-02T12:50:00,51328.5,51355.8,51320.8,51344.7,0
2024-09-02T12:55:00,51344.6,51365.45,51305.75,51327.2,0
2024-09-02T13:00:00,51327.15,51356.45,51316.85,51351.6,0
2024-09-02T13:05:00,51349.6,51370.5,51344.65,51369,0
2024-09-02T13:10:00,51368.8,51388.55,51342.95,51346.3,0
2024-09-02T13:15:00,51347.1,51370.45,51336.25,51340.3,0
2024-09-02T13:20:00,51340.45,51346.65,51316.95,51328.25,0
2024-09-02T13:25:00,51330.6,51341.35,51308.15,51335.9,0
2024-09-02T13:30:00,51339.65,51355.3,51316.9,51322.3,0
2024-09-02T13:35:00,51325.3,51331.85,51308.15,51314.05,0
2024-09-02T13:40:00,51321.25,51330.15,51304.25,51327.75,0
2024-09-02T13:45:00,51327.7,51367.3,51326.9,51358.7,0
2024-09-02T13:50:00,51356.3,51373.45,51347.75,51356.15,0
2024-09-02T13:55:00,51357.45,51390,51342.35,51362.25,0
2024-09-02T14:00:00,51362.65,51518.2,51359.75,51493.45,0
2024-09-02T14:05:00,51493.25,51534.7,51486.15,51530.35,0
2024-09-02T14:10:00,51528.25,51554.8,51505.55,51509.65,0
2024-09-02T14:15:00,51508.15,51548.1,51507.75,51526.4,0
2024-09-02T14:20:00,51522.4,51531.4,51454.35,51485.4,0
2024-09-02T14:25:00,51488.7,51493.3,51440.1,51463.75,0
2024-09-02T14:30:00,51464.1,51500.1,51458.6,51496.3,0
2024-09-02T14:35:00,51492.6,51538.9,51483.75,51526,0
2024-09-02T14:40:00,51524.9,51535.1,51493.15,51493.5,0
2024-09-02T14:45:00,51496,51521.95,51474.25,51512.7,0
2024-09-02T14:50:00,51512.3,51517.65,51449.05,51453.95,0
2024-09-02T14:55:00,51453.9,51474.5,51437.85,51468.45,0
2024-09-02T15:00:00,51468.5,51491.85,51426.05,51436.35,0
2024-09-02T15:05:00,51435.15,51464.95,51406.75,51463,0
2024-09-02T15:10:00,51463.1,51465.4,51429.15,51441.5,0
2024-09-02T15:15:00,51445.5,51457.3,51430.2,51442.15,0
2024-09-02T15:20:00,51448.3,51451.4,51415.25,51422.85,0
2024-09-02T15:25:00,51423.05,51446.45,51380.15,51430.5,0
2024-09-02T15:30:00,51422,51422,51422,51422,0
2024-09-03T09:15:00,51479.75,51479.75,51352.35,51409.05,0
2024-09-03T09:20:00,51408.85,51467.9,51381.25,51387.45,0
2024-09-03T09:25:00,51392.3,51436.5,51384,51425.85,0
2024-09-03T09:30:00,51425.5,51461.85,51418.65,51430.95,0
2024-09-03T09:35:00,51429.9,51448.3,51375.5,51388.55,0
2024-09-03T09:40:00,51393.5,51415,51385.75,51387.6,0
2024-09-03T09:45:00,51388.55,51394.65,51360.95,51369.65,0
2024-09-03T09:50:00,51371.15,51388.4,51359.1,51373.3,0
2024-09-03T09:55:00,51370.65,51454.8,51310.05,51399.2,0
2024-09-03T10:00:00,51399.25,51399.25,51364.7,51368.8,0
2024-09-03T10:05:00,51366.8,51405.25,51365.8,51401.9,0
2024-09-03T10:10:00,51401,51423.85,51395.15,51414.8,0
2024-09-03T10:15:00,51412.85,51436.75,51407.7,51418.45,0
2024-09-03T10:20:00,51415.65,51423.3,51389.25,51392.85,0
2024-09-03T10:25:00,51392.6,51395.35,51338.35,51362.85,0
2024-09-03T10:30:00,51363.15,51375.55,51346.5,51368.3,0
2024-09-03T10:35:00,51367.95,51397.35,51365,51389.3,0
2024-09-03T10:40:00,51388.8,51432.55,51386.25,51421.2,0
2024-09-03T10:45:00,51416.65,51429.25,51397.35,51421.25,0
2024-09-03T10:50:00,51420.75,51432.05,51385.9,51390.2,0
2024-09-03T10:55:00,51390.9,51405.55,51377.45,51382.05,0
2024-09-03T11:00:00,51382.1,51391.7,51366.95,51380.55,0
2024-09-03T11:05:00,51381.4,51389.6,51355.2,51379.85,0
2024-09-03T11:10:00,51379.9,51405.1,51289.1,51297.05,0
2024-09-03T11:15:00,51284,51356.55,51246.9,51351.15,0
2024-09-03T11:20:00,51357.2,51374.25,51342.2,51350.5,0
2024-09-03T11:25:00,51350.55,51366.85,51333.5,51349.1,0
2024-09-03T11:30:00,51350.25,51367.45,51338.95,51362.4,0
2024-09-03T11:35:00,51362.55,51395.9,51362.55,51371.15,0
2024-09-03T11:40:00,51369.95,51373.85,51349.6,51350.15,0
2024-09-03T11:45:00,51354.5,51373.5,51338.8,51352.05,0
2024-09-03T11:50:00,51356.05,51361.25,51318.55,51329.1,0
2024-09-03T11:55:00,51328.15,51337.95,51315.6,51324.05,0
2024-09-03T12:00:00,51326.25,51369.9,51312.45,51362.9,0
2024-09-03T12:05:00,51362.15,51400.1,51355.05,51395.25,0
2024-09-03T12:10:00,51392.7,51404.45,51364.6,51373.4,0
2024-09-03T12:15:00,51377.9,51394.85,51372.05,51389.3,0
2024-09-03T12:20:00,51388.85,51407.3,51372.4,51380.85,0
2024-09-03T12:25:00,51379.85,51384.1,51335.55,51364.4,0
2024-09-03T12:30:00,51362.1,51378.95,51336.6,51341.2,0
2024-09-03T12:35:00,51341.05,51372.25,51330.9,51358.85,0
2024-09-03T12:40:00,51363.1,51375.85,51353.55,51357.9,0
2024-09-03T12:45:00,51357.45,51376.95,51347.3,51362.5,0
2024-09-03T12:50:00,51359.35,51372.6,51319.7,51346.9,0
2024-09-03T12:55:00,51347.75,51366.65,51342.55,51353.5,0
2024-09-03T13:00:00,51355.15,51377.9,51335.8,51348.45,0
2024-09-03T13:05:00,51353.35,51353.35,51320.65,51339.4,0
2024-09-03T13:10:00,51344.9,51378,51336.9,51373.1,0
2024-09-03T13:15:00,51375.15,51383.75,51363.35,51371.95,0
2024-09-03T13:20:00,51371.9,51403.65,51365.35,51398.85,0
2024-09-03T13:25:00,51405.3,51419.75,51366.7,51378.2,0
2024-09-03T13:30:00,51383.7,51393.95,51367.4,51382.15,0
2024-09-03T13:35:00,51382.95,51402.45,51373.25,51386.45,0
2024-09-03T13:40:00,51386.6,51393.8,51367.1,51371.2,0
2024-09-03T13:45:00,51377.65,51420.25,51371.7,51402.1,0
2024-09-03T13:50:00,51401.5,51418.25,51365.5,51366.75,0
2024-09-03T13:55:00,51368.45,51386.6,51293.8,51358.65,0
2024-09-03T14:00:00,51356.05,51373.35,51334.35,51359.1,0
2024-09-03T14:05:00,51358.65,51388.6,51341.1,51375.35,0
2024-09-03T14:10:00,51375.05,51421,51363.7,51397.35,0
2024-09-03T14:15:00,51393.85,51399,51363.45,51370,0
2024-09-03T14:20:00,51369.45,51394.4,51354.2,51388.05,0
2024-09-03T14:25:00,51386.45,51419.05,51378.2,51398.45,0
2024-09-03T14:30:00,51396.7,51469.25,51395.15,51449,0
2024-09-03T14:35:00,51448.1,51508.75,51444.05,51486.25,0
2024-09-03T14:40:00,51485.6,51510.95,51468.25,51509.9,0
2024-09-03T14:45:00,51505.25,51541.75,51505.25,51540.1,0
2024-09-03T14:50:00,51538.5,51560.5,51510.75,51552.8,0
2024-09-03T14:55:00,51551.25,51601.6,51550.4,51585.85,0
2024-09-03T15:00:00,51586.8,51650.7,51579.4,51648.8,0
2024-09-03T15:05:00,51645.55,51730,51644.5,51696.25,0
2024-09-03T15:10:00,51702.2,51749.15,51693.7,51726.25,0
2024-09-03T15:15:00,51725.9,51730,51688.2,51696.45,0
2024-09-03T15:20:00,51695.85,51733.15,51682.4,51720.2,0
2024-09-03T15:25:00,51717.25,51720.7,51664.55,51679.3,0
2024-09-03T15:30:00,51690.05,51690.05,51689.8,51689.8,0
2024-09-04T09:15:00,51361.25,51475.25,51357,51366.1,0
2024-09-04T09:20:00,51357.85,51366.15,51313.55,51336.5,0
2024-09-04T09:25:00,51337.25,51350.25,51303.85,51326.95,0
2024-09-04T09:30:00,51325.1,51351.35,51311.9,51319.9,0
2024-09-04T09:35:00,51319.35,51327.8,51285.95,51308.15,0
2024-09-04T09:40:00,51309.7,51315.5,51265.75,51268.7,0
2024-09-04T09:45:00,51268.65,51336.45,51261.1,51327.95,0
2024-09-04T09:50:00,51327.75,51355.75,51317.25,51333.15,0
2024-09-04T09:55:00,51336.45,51362.15,51308.1,51319.35,0
2024-09-04T10:00:00,51321.45,51345.6,51304.6,51345.35,0
2024-09-04T10:05:00,51347.1,51352.7,51322.45,51339.3,0
2024-09-04T10:10:00,51338.9,51384.35,51338.9,51375.05,0
2024-09-04T10:15:00,51371.95,51382.4,51344.2,51359.2,0
2024-09-04T10:20:00,51360.35,51383.65,51353.95,51361.85,0
2024-09-04T10:25:00,51361.65,51377.75,51348.9,51359.8,0
2024-09-04T10:30:00,51357.95,51361.8,51316.4,51329.8,0
2024-09-04T10:35:00,51326.05,51349.35,51320.9,51347.2,0
2024-09-04T10:40:00,51345.8,51358.8,51340.25,51344.4,0
2024-09-04T10:45:00,51344.15,51366.9,51341.15,51362.85,0
2024-09-04T10:50:00,51362.45,51365.6,51350.75,51357.3,0
2024-09-04T10:55:00,51357.7,51443.65,51357.25,51420.1,0
2024-09-04T11:00:00,51418.35,51422.6,51386.15,51417.6,0
2024-09-04T11:05:00,51420.65,51433.3,51396.65,51410.6,0
2024-09-04T11:10:00,51409.85,51424.5,51404.35,51409.45,0
2024-09-04T11:15:00,51410.1,51411.5,51377.95,51389.2,0
2024-09-04T11:20:00,51387.85,51405.8,51375.4,51405.8,0
2024-09-04T11:25:00,51401.6,51419.7,51395.5,51399.45,0
2024-09-04T11:30:00,51397.75,51411.25,51384.75,51406.8,0
2024-09-04T11:35:00,51407.05,51413.55,51394.35,51400.25,0
2024-09-04T11:40:00,51399.15,51422.1,51397,51408.4,0
2024-09-04T11:45:00,51407.4,51421.25,51400.25,51408.05,0
2024-09-04T11:50:00,51409.15,51412.05,51394.75,51397.1,0
2024-09-04T11:55:00,51398.3,51415.9,51394.15,51412.55,0
2024-09-04T12:00:00,51411.55,51423.95,51402.2,51408.2,0
2024-09-04T12:05:00,51409.8,51437.5,51406.2,51432.35,0
2024-09-04T12:10:00,51433.1,51437.5,51417.15,51420.85,0
2024-09-04T12:15:00,51421.8,51434.05,51411.85,51430.7,0
2024-09-04T12:20:00,51430.45,51450.8,51415.85,51418,0
2024-09-04T12:25:00,51420.2,51436.45,51413.5,51420.85,0
2024-09-04T12:30:00,51423.5,51431.05,51400.75,51417.3,0
2024-09-04T12:35:00,51419.15,51436.75,51416.55,51426.1,0
2024-09-04T12:40:00,51427.45,51435.85,51419.1,51419.1,0
2024-09-04T12:45:00,51419.75,51434.65,51417.45,51425.7,0
2024-09-04T12:50:00,51422.95,51428.9,51402.35,51411.55,0
2024-09-04T12:55:00,51401.95,51416.7,51401.65,51403.95,0
2024-09-04T13:00:00,51403.4,51411.25,51393.45,51407,0
2024-09-04T13:05:00,51407.5,51424.6,51399.7,51403.4,0
2024-09-04T13:10:00,51407.35,51433,51403.85,51427,0
2024-09-04T13:15:00,51424.25,51459.9,51420.25,51446.95,0
2024-09-04T13:20:00,51447.55,51451.65,51420,51431.5,0
2024-09-04T13:25:00,51429.6,51443.15,51421,51431.25,0
2024-09-04T13:30:00,51427.9,51457.8,51427.4,51440.55,0
2024-09-04T13:35:00,51439.05,51444.75,51418.15,51427.15,0
2024-09-04T13:40:00,51428.2,51428.85,51395.65,51406.9,0
2024-09-04T13:45:00,51405.65,51420.65,51399.8,51416.5,0
2024-09-04T13:50:00,51417.6,51428.1,51406.65,51415.15,0
2024-09-04T13:55:00,51416.9,51428.05,51410.6,51424.75,0
2024-09-04T14:00:00,51425.75,51435.65,51420.1,51434.3,0
2024-09-04T14:05:00,51429.8,51435.1,51410.65,51432.75,0
2024-09-04T14:10:00,51431.7,51442.1,51405.75,51410.8,0
2024-09-04T14:15:00,51408.7,51426.9,51384.2,51388.5,0
2024-09-04T14:20:00,51384.65,51430.7,51383.3,51416.75,0
2024-09-04T14:25:00,51417.45,51422.4,51407.2,51407.2,0
2024-09-04T14:30:00,51407.6,51414.8,51392.85,51406.05,0
2024-09-04T14:35:00,51404.65,51444.1,51404.1,51431.5,0
2024-09-04T14:40:00,51429.25,51461,51423.55,51438.7,0
2024-09-04T14:45:00,51439.8,51444.8,51413.65,51421.6,0
2024-09-04T14:50:00,51421.2,51428.2,51395.95,51407.05,0
2024-09-04T14:55:00,51404.95,51408.2,51372.95,51388.8,0
2024-09-04T15:00:00,51392.05,51423.45,51378.85,51387.55,0
2024-09-04T15:05:00,51383.8,51407.75,51343.35,51359.85,0
2024-09-04T15:10:00,51357.7,51426.2,51356.8,51415.05,0
2024-09-04T15:15:00,51413.25,51431,51382.65,51410.15,0
2024-09-04T15:20:00,51408.8,51420.2,51401.8,51420.2,0
2024-09-04T15:25:00,51416.7,51426.4,51373,51407,0
2024-09-04T15:30:00,51383.7,51383.7,51383.7,51383.7,0
2024-09-05T09:15:00,51599.05,51608.6,51485,51568.85,0
2024-09-05T09:20:00,51567.85,51592.9,51514.7,51537.75,0
2024-09-05T09:25:00,51541.75,51554.95,51517.25,51527.05,0
2024-09-05T09:30:00,51526.3,51539.3,51491.6,51494.5,0
2024-09-05T09:35:00,51493.7,51493.7,51467.6,51478.1,0
2024-09-05T09:40:00,51478.1,51478.45,51435.05,51461.1,0
2024-09-05T09:45:00,51460.85,51508.8,51458.45,51474.6,0
2024-09-05T09:50:00,51475.8,51497.05,51472.85,51493.05,0
2024-09-05T09:55:00,51493.45,51526.1,51448.05,51469.75,0
2024-09-05T10:00:00,51466.25,51484.2,51452.55,51459.1,0
2024-09-05T10:05:00,51458.45,51490.5,51451.7,51473.25,0
2024-09-05T10:10:00,51473.1,51484.8,51447.75,51479.35,0
2024-09-05T10:15:00,51480.9,51493.55,51463.35,51469.15,0
2024-09-05T10:20:00,51470.3,51477.8,51442.8,51443.7,0
2024-09-05T10:25:00,51444.05,51464.6,51427.3,51427.3,0
2024-09-05T10:30:00,51427.4,51445.8,51399.65,51407.15,0
2024-09-05T10:35:00,51407.45,51427.05,51390,51410.05,0
2024-09-05T10:40:00,51408.85,51438.55,51402.65,51429.9,0
2024-09-05T10:45:00,51430.55,51477.25,51424.25,51474.25,0
2024-09-05T10:50:00,51470.7,51485.1,51455.05,51462.4,0
2024-09-05T10:55:00,51463,51482.1,51443.75,51465.15,0
2024-09-05T11:00:00,51464.25,51469.35,51443,51454.75,0
2024-09-05T11:05:00,51458.2,51481.55,51443.6,51474.55,0
2024-09-05T11:10:00,51477.1,51485.85,51462.15,51472.55,0
2024-09-05T11:15:00,51472.05,51474.55,51449,51468.1,0
2024-09-05T11:20:00,51469.2,51473.5,51439.25,51450.7,0
2024-09-05T11:25:00,51449,51453.85,51429.35,51435.85,0
2024-09-05T11:30:00,51435.1,51459.5,51430.7,51454.8,0
2024-09-05T11:35:00,51453.95,51477.85,51448.05,51468.8,0
2024-09-05T11:40:00,51464.9,51475.95,51446.35,51450.75,0
2024-09-05T11:45:00,51450.8,51463.35,51429.6,51437.45,0
2024-09-05T11:50:00,51437.1,51455.45,51421.5,51438.65,0
2024-09-05T11:55:00,51434.85,51447.1,51427.7,51435.95,0
2024-09-05T12:00:00,51435.1,51470.4,51433.45,51464.6,0
2024-09-05T12:05:00,51467.65,51468.1,51447.35,51454.05,0
2024-09-05T12:10:00,51456.65,51467.8,51441.6,51465.3,0
2024-09-05T12:15:00,51464.5,51471.55,51450,51453.5,0
2024-09-05T12:20:00,51453,51461.4,51441.75,51449.1,0
2024-09-05T12:25:00,51449.85,51473.4,51441.65,51459.25,0
